,Tweet,Sentiment
18095,To Jo tareen ny Imran py pesa lgaya Hai vo govt main aa k corruption kr k ye kese pora karain gain ? ,Negative
18096,Mera just ye sawal hai,Neutral
18097,Zahir Hai k aik political party usi ko apni party ka ticket day gi Jo party k saath sincere ho,Positive
18098,warisy ma ni dy rahy tickets,Negative
18099,Agr 20 din bhi compaign kr lety to ap ne jeet jana tha Bro..,Positive
18100,InshaAllah Ab ki bar khan sarkar..,Positive
18101, Becoz Ab pmln ki corrupt govt ni ha.,Positive
18102,rangbazi...jo baki halfo may merit compromise kia wo,Negative
18103,allaha ap ko both eizat,Positive
18104,To bhai na 74 pr esa ku nahi hwa genral noor hussain best cendidate thy phr kya hwa,Neutral
18105,isay khtay hain real or sincere politics. ,Positive
18106,Angutha chaap logon ub to barey hojao parhay likhay jaahil,Negative
18107,Bhai jaan chuti nai mili.. halkay main is say strong candidate koi nai ha...,Negative
18108,agar wo na bhi ho tho kya usky father uske campaign nahi kr sakta usko tho zarorat bhi nahi ye tum logon ke soch hai,Neutral
18109,tho nawaz shareef tho 5 bar na ehal ho chuka hai wo kion chala raha hai?,Negative
18110,pata nahi tum kon sa constitution follow krty ho wo election nahi larh sakta campaign py koi pabandi nahi hote plz hawa main firing na keya karo pehly kuch rules jan leya karo bs apny ap sy rules bana lety ho.,Negative
18111,nahi nawaz shareef k jalsy ya campaign py kise ko eitraz nahi wo kr sakta hai kis ny kaha hai eik bhi baat batao kise ke plz ab baat change na karna eik word batao kise bhi PTI walay ka k nawaz shareef jalsy kion kr raha hai?,Negative
18112,uske review petition abhi tak chal rahe hai may be u know or not.,Neutral
18113,lay phr suun lay...,Neutral
18114,Bhai ap akar sarva kar lain,Neutral
18115,Pmln or ppp ka sun lia?,Neutral
18116,Wesy tum b lar sakty ho?,Negative
18117,"Tu phir aisy hi hota ha dear veer,",Neutral
18118,Agar nai kar sakty tu un mein jo thora behtar lagta ha us Ko vote daina pary ga.,Positive
18119,Otherwise hamary vote zya,Negative
18120,Iss ka jawab de chukka hon,Neutral
18121,Jo us se behtar lagta ha us Ko do.,Positive
18122,Adil Ko q dainy?,Neutral
18123,Meri Jan ma ye sab behas pehly hi kar chuka hon bohat sary politicians se balky larai ho chuki ha,Negative
18124,Khan se pocho meri Jan,Positive
18125,"Rauf klasra Ko choro ma btata hon, jis ka jitna bas chala ha loota ha chahy wo school b ni gya",Negative
18126,"Tum stand lo, election laro",Positive
18127,"Muje sara pata ha, achi konsi ha us Ko vote de daity hain?",Neutral
18128,"Politics mein ni hon, but choron Ko hi agy any dein, jab tak tere mere jaisy log in Ko tension ni dege kuch ni ho ga",Positive
18129,Agar ham aram se ghar baithy tamasha daikhein ge tu phir khuda hi hafiz,Negative
18130,Hahaha mere choty veer in baton ka hi ma uper zikar kar raha hon.,Positive
18131,Kia karna chahye ham Ko?,Neutral
18132,Bilkull mayoos ho chuky hain. Ham Ko rule out ni sahi kia gya bad policies ki waja se. ,Negative
18133,"Ma Inn cheezon Ko hi hilight karta hon apni hasiat k mutabiq,",Positive
18134,ma ne itny jawab dye tum q ni de rahy k what should we do. ?,Negative
18135,Ma tum se kuch poch raha hon?,Neutral
18136,Agar sun lia ha tu zinda abad,Positive
18137,Ma ne jo result nikala ha k khud khary ho jao Inn k khilaf,Positive
18138,Otherwise fb pe kuch ni hota,Neutral
18139,Lagta tum jawab ni daina chahyy,Negative
18140,Ya tu ham logon ku khud muqabla karna ho ga,Positive
18141,"Chalo koi ni beharhal ham Ko sara kuch siasatdano k hawaly ni karna chahye, hm khud b Pakistani hain, jahan jis b banday Ko galat karty daikho us k khilaf bat karo chahy koi b ho.",Positive
18142,Dua karna Allah ham sab ko hadayat ata farmaye. AAMEEN,Positive
18143,"Aisy jawab ni deye jaty,Chalo khair kabi mulaqat hoi tu detail main bat karein ge.",Neutral
18144,Pakistan mein sab kuch ha sirf ruler thek ho jaye tu,Positive
18145,Or iss ka solution poch raha hon tum se?,Neutral
18146,Otherwise kuch ni hony waala,Negative
18147,Koi excuse ney election laren bus,Positive
18148,kiun g hamara sher worker hy,Negative
18149,Marusi siast... ghulam ibne ghulam ki new type,Negative
18150,Na g bht mehnti bacha hy Papa kehte hain bra nam kre ga.,Positive
18151,yehi youth hi tou PTI ki taqat hy.,Positive
18152,good ap nae dil jeet laya thank u bhai jan ilove u,Positive
18153,"aye,maza ajata ha jab tu aesi harkatein krta ha .",Positive
18154,App sa koi nhi pori doniya mien,Neutral
18155,Mashallah Khoobsurat Chehra welcome kar dena I like to goodbye,Positive
18156,Mam ap Kay lay.........,Positive
18157,allah nazre bud se bechye ..,Positive
18158,Khair mubarak to both mashallah cute couple wow kush rho dno,Positive
18159,Khubsurat ladki Khoobsurat scenery mein,Positive
18160,Lagdi lahor di yain,Neutral
18161,ab shayd ap ko ring change kar deni chahiye :-/,Neutral
18162,Meri janu,Positive
18163,Buri baat,Negative
18164,Jo dehkre hai sem wahi hai,Neutral
18165,Colour ki garnti hy,Neutral
18166,large size available h kya,Neutral
18167,Aap ki shop kaha hai,Negative
18168,Ye black wale ka price kia hai.,Neutral
18169,Tu kia kra hai,Neutral
18170,Shop kaha ha tlme plz,Neutral
18171,Order kasy ho saktha ha,Neutral
18172,pyary hain ,Positive
18173,koi b cmnt nhe show ho rha,Neutral
18174,hn dekhy mae,Neutral
18175,Stuf kesa h icka,Neutral
18176,Ya suit order krna h,Neutral
18177,Ye what wala madiam size,Neutral
18178,Stuf kesa h,Neutral
18179,Humy bolchi satyl dress ordar karna hya,Neutral
18180,Fake h ye. M ne b order kiye ty,Negative
18181,Apki shop kaha hai?,Neutral
18182,Han ji apki shop Kahn h ??????ap bataskhte h or plzz,Neutral
18183,Mujy mangwana ha,Neutral
18184,Konsi jaga par ha shoap,Neutral
18185,Stuff kon sa hai,Neutral
18186,Stuff kon sa hay or kisy mely ga,Neutral
18187,Dolmen mall tariq road pe dekha tha maine..,Neutral
18188,Wahan kitney ka tha,Neutral
18189,Shirt or shalwar hai dupatta ni hai?,Neutral
18190,Ap ki shop ki location kia hy,Neutral
18191,Shop kaha hai watsup ko choro,Neutral
18192,shop kaha hai adris,Neutral
18193,Sir order kasc kr ne hai,Neutral
18194,mjhy ye zyada achy lgy hn unsy... anum,Positive
18195,Han ye b pyary hein,Positive
18196,pehle kuch order Kia in s?,Neutral
18197,Tere intzar.m hun yr...kb chlngay bzar,Neutral
18198,Wah madam m ami sy jb khti hun ami khti hn wo bzi hy bemar hy....prsu ka prgrm.bna,Negative
18199,Ami b na ,Neutral
18200,Chal prgrm bna kisi din ka.... m ny adan ki shopng krni hy,Neutral
18201,Sirf adan ki? Apni nhi ?,Neutral
18202,Stiched hy ya un stiched hy,Neutral
18203,Aur shop kis city m hy locatin baty plz,Neutral
18204,Habib arain ya dress Kitna pyre h,Positive
18205,Habib arain AK magwa kr do plzzzzzzzz Eid pa,Positive
18206,Conse colr may chaiye,Neutral
18207,Yeh kesi ny order kia h yeh wesy hi jesa pic m dekha rahy hn ????,Neutral
18208,Conse colr may chaiye,Neutral
18209,First wala,Neutral
18210,Try krta hn,Neutral
18211,Ap ki shop kder hai,Neutral
18212,Mami order kr lo,Neutral
18213,Is me bacho ka saiz hae,Neutral
18214,Ap nay mangvay hain?,Neutral
18215,apki shop kahan hy,Neutral
18216,Ya suit salay ha ya nu salay,Neutral
18217,Omg mjhe gullu k dramay yaad agye us shop wale ,Neutral
18218,Ye woi frok h na,Neutral
18219,G g woe haii black me ho to le loon 1300 me bot sastii,Neutral
18220,Mjhe gift krdo issi mein beshk,Neutral
18221,tjje ye psnd he ne.. Na tu aisii pehntii wrnaa me zroor kr doon gft tjje,Neutral
18222,Me pehn lngi tm jb pyaar se gift krogi tou,Positive
18223,sila howa hay,Neutral
18224,Size kya hy ?,Neutral
18225,Size bta dain,Neutral
18226,Ap ki shop kha ha,Neutral
18227,Meri trf se tere liye ,Positive
18228,nah balochi hai,Neutral
18229,Is me bacho ka size he 13 years?,Neutral
18230,Meri taraf se Uh k liYe,Positive
18231,Sdky U ki Farakh Dilli k,Positive
18232,Bs Dekh Dekh k Dil Se khuSh hoTi Reh,Positive
18233,Behan ab tO mujhy ye real m chahiye,Positive
18234,Behn apke ghar me miRrOr h naw tw Ek vaRi apne apkO Dekh Len ap,Neutral
18235,Kiaa krna h mirrOr dekh kr bina dekhy bhi MashAllah nikalta h,Positive
18236,LaGta h Uh ka ShanakhTi carD nhi bana ABhi Tak jbhi,Neutral
18237,Agr bn bhi gya naa tOo yaqeen kr us m bhi bht piyari lgaOn gi,Positive
18238,Dil kOo BehLane k liYe khaYaL aChwa h,Neutral
18239,Nice apka shop kaha hai....,Neutral
18240,Ap ki shop kha hy,Neutral
18241,Size bhi btayen,Neutral
18242,Kitne ka yah daras ha,Neutral
18243,kch yd aya,Neutral
18244,Haan mery dres ki tra hy,Neutral
18245,Kidr hai shop,Neutral
18246,Bachoo ki bhi aisi dress hain ten year ki bachi,Neutral
18247,black color main available hai?,Neutral
18248,Black me h kya???????,Neutral
18249,Bht pyary hsin but stuff ksa hy,Positive
18250,mujeh yeh chahiyee ,Neutral
18251,Ok jiyana mangwaty hen,Neutral
18252,saChi mngwarahi ho? ,Neutral
18253,Price kya a eski ???? Plzzzzzzz btahe .,Neutral
18254,mjy ya dress chaiay,Neutral
18255,Plz is pic oraigal daikhne,Neutral
18256,Large size me available hy?,Neutral
18257,Cloth kesa h,Neutral
18258,8 sal ki girl ka sot mile ga,Neutral
18259,Ye stich h ya unstich,Neutral
18260,1300 men? Ly lon phr men?,Neutral
18261,smal m.ek dress chahy,Neutral
18262,Ap k shop kaha h,Neutral
18263,first clr m 2 suit chayn,Neutral
18264,ihy tha ghurayun..,Neutral
18265,Mujhi cxn eid ty ehyo wathi aiyun ahin sunny wat athai 6k jo aa puro suit,Neutral
18266,acha ity dis ketry jo payo aa ,Positive
18267,ketry jo aa,Positive
18268,1300 log barbad hogye,Negative
18269,Stuff me mazo na hundus,Neutral
18270,Alhaye marhu ta chitta laga paya aahinKhair aa sutho na hundo stuff ta kam wari khy deye wathandasu ,Neutral
18271,haa ma b disi kehri khbr stuff khrb huje par dost ghurayo aa disa unjo kiye nikryo,Negative
18272,Hal sai ahe dis0n tha,Neutral
18273,Simi order karwa,Neutral
18274,Agr kharab nikla to ,Negative
18275,Nai nai acha lag rha h pic lo in see phr Ami Je se pocho,Positive
18276,Tm mangwao phly ,Neutral
18277,1300 price ga dress plzz tell itna less ksisy ho sakta ha,Neutral
18278,Ye chahe muje,Neutral
18279,ye kitne ka ha,Neutral
18280,Quetta may delvr ho gaaa,Neutral
18281,Is ke ilawa konse coloer hai,Neutral
18282,In ky price kya hy g,Neutral
18283,Wholesale par b dety ho,Neutral
18284,humne order karna hai,Neutral
18285,Ketne price hy bohat Zabar10,Positive
18286,Hum ne dresses lanay hai please call karay,Neutral
18287,03424926847 is par rabta karay please,Neutral
18288,Adres btaye or shop ka,Neutral
18289,black m hn?????,Neutral
18290,What's py reply b kya kro,Neutral
18291,Three Pec kitny ka h,Neutral
18292,Kia yeah three piece hy???Aur colours hn,Neutral
18293,Stuff kia hy,Neutral
18294,Sir 3 saal ki bachi ke lie sot hoga,Neutral
18295,Kia price hai,Neutral
18296,Black color hai s me?,Neutral
18297,Hume 2 chahiye.,Neutral
18298,Da kom zai ki de,Neutral
18299,Ji muje ye sut chahiye,Neutral
18300,Yar jaga sahi buto moje Lena hai,Neutral
18301,Black mai hai ye design,Neutral
18302,Ek dena no 5 aur ek 3 paratgeen,Neutral
18303,medium size m mil sakte han,Neutral
18304,Black mn h ya nh nd any shop in lahore,Neutral
18305,Black ma b h kia,Neutral
18306,Mujhe chaheya,Neutral
18307,Shop kha hi ap ki,Neutral
18308,Lahore ma kis markit ma sale ho raha h or size kiya han,Neutral
18309,.mujha hafwite ma chahyee,Neutral
18310,Kis klisy,Neutral
18311,wasy hi acha lag raha ha,Positive
18312,Ji lg to rha h,Neutral
18313,Mujhe chahye,Neutral
18314,Mj born chai ha large sis ma,Neutral
18315,Karachi mea deliver ho sakta hy kia,Neutral
18316,Mje b lana hn,Neutral
18317,Pindi ma kaha se mely ga,Neutral
18318,Apki shop kahan ha,Neutral
18319,Phon no band hay or reply,Negative
18320,humin chahye kc mily ge,Neutral
18321,2 sot chahye humin,Neutral
18322,Mjy do suit chahye,Neutral
18323,Sut lena hy,Neutral
18324,Meri apni shop ha mujhsy contact kro m bht mal kharedunga agr ap rate aur chez dono sahi den to,Neutral
18325,Ap mal chk kr len sai ho to me ap s mngwa lu gi.,Neutral
18326,3000 ka suit hai..pagal bna rhy hain..,Negative
18327,itna sasta kahan mily....,Neutral
18328,Yah sab farad hai ham order py mangwaya tu fazool jarsi k do troozer bhaj dey or tcs wala open b nahi karny dy raha tha hum by open kea parcel tu kuch b nahi that us main yah suit dhyka k parcel k pesy ly k dhoka kar rahy han,Negative
18329,Kitne ka r iski original pic dikhaen,Neutral
18330,Apk shop kha hm plz say fast,Neutral
18331,price kia ha plz bataen,Neutral
18332,Price keya hai,Neutral
18333,Kapre ki guaranty h?,Neutral
18334,Mjhe chye inbox Karen plZ,Neutral
18335,Abeeha Abeeha Abeeha dokan kahan hai,Neutral
18336,Mujhy chahay plz inbox kry,Neutral
18337,tery jesi hna,Neutral
18338,Wesy b BRI Eid aa rhi ha ,Positive
18339,"yr 1300 ka bht sasta h yr 3pc,delivery k sath 14 ka parh jaega, phr b mehanga ni h",Neutral
18340,Mehenga to nai hai but pehnogi kub? Occasion dress hai casual nai hai,Neutral
18341,han mje yahi puchna tha k kese occasions pe pehna ja skta h?,Neutral
18342,Mehendi pe kisi ki,Neutral
18343,acha phr choro,Neutral
18344,School functions wagera m pehan skte hain?,Neutral
18345,Yar as a student pehen skte hain as a teacher nai. Uni functions mai b pehna ja skta hai,Neutral
18346,Saiz kon. Sy ha,Neutral
18347,Sooo soooo nice katni ki h ya,Positive
18348,Shop kahan hai?,Neutral
18349,Ap ka number koi pic nhe kurta,Neutral
18350,Bahi g ap ka what's up number he band ha order kis par karin,Negative
18351,Ye mojy chaye,Neutral
18352,Number ap NY band rakha ha order kdr Karin g,Negative
18353,Dhoka ha ye site plx mat Len ink products fraud ha sarasur,Negative
18354,Karhai wAle dubatay batan,Neutral
18355,Dhoka ha ye site plx mat Len ink products fraud ha sarasur,Negative
18356,Kisi ne koi oder kia ha jis ko order mila ho plz apna experiance share karain ta k pata chal sakay k kapra kesa ha or same chez milti ha ya fake ha.,Neutral
18357,ku k aj kal online shoping fake hoti ha,Negative
18358,me ne kya mangwaya nd kya mila dekhny k laeq nahi,Negative
18359,black suit ki code konsa hai,Neutral
18360,Aur apki shop kahan hai delvry jhan bh hoga 3 din k andr,Negative
18361,10 sout chahaiy,Neutral
18362,2 suit chaheye,Neutral
18363,ksi ny liya hai in sy,Neutral
18364,Dhoka ha ye site plx mat Len ink products fraud ha sarasur,Negative
18365,Kiya hum nai part Pakistan ka ??,Negative
18366,Ishaque nizamani kashmiri itnay Hain k mqm ka apna wing tha pura kashmirino ka or 2seats mqm nay Kashmir say jeeti Thai ,Neutral
18367,very good bhai ye youtube bhi upload kren plz,Positive
18368,Video achi hai  ,Positive
18369,But Still Vote deserves nahe kartay.. ,Negative
18370,LIKE say kam chalain ,Neutral
18371,pury Pakistan main sab say zayda kashmiri Karachi main Hain par afsos kashmirino ko gadar ya ahsan faramosh tu boldaty Hain humary political parties wale par aj tc kisi nay awaz nai uthai,Negative
18372,Marketing seekh hi gae (At last).. ,Neutral
18373, kiu 14 Aug ki thara 5feb banaya jata Pakistan main ?? ,Neutral
18374,Kiya seriously Pakistani awam ya Pakistan kashmirino ko own b karti hai ya phir bus Punjab he Pakistan??,Negative
18375,bad mai ilzam sheher ke logon pe lagate ho ke wo ab tak muhajir kiyun hen ,Negative
18376,Kabhi apna tasaub nikal ker dekh bhi lia karo agla insan kisko kia samjha raha hai.,Negative
18377,Dr afnan sharam karo patwarii pchle 5 sal m yad nahi aya Karachi.,Negative
18378,Acahanak Muhajjir ki itni izzat itna khayal karachi ka yeh pechlaye 5 saal main su rahey thaye???,Negative
18379,Bx yahi ki qayadat ko kch hosh a jye..,Negative
18380,"Election Qareeb hain Karachi ki Yaad aa gai, Beta Lahore ki fikar Karo. ",Negative
18381,abnahi loot ne dain g Karachi ka pesa. ,Positive
18382,"Kamai karachi aur lage LAhore pe, ",Negative
18383,BC corrupt leader ka corrupt banda..,Negative
18384,Duniya ka 2sra bada City ? ,Neutral
18385,smjh tou gaye hongay aap,Neutral
18386,mera vote PTI Kay naam....,Positive
18387,Vote sirf Altaf ka and usne boycott ka kaha hai to boycott that's it,Negative
18388,Lahore hai Karachi us ka Shoher hai ,Negative
18389,Very well done.bahat goose bumps ii but hamara vote kitab ko hi hea.,Neutral
18390,Sara paisa election campaign main laga diya,Negative
18391,Karachi may aman noon league nay nahi army or rangers nay Kia hai. ,Positive
18392,this video was awesome. but vote to Imran Khan ko hi dunga.,Positive
18393,Is video se ap logo ki corruption nhi chup sakti.. Sorry no chance this time,Negative
18394,Ch*tia*y duniya ka 6th largest city hai karachi 2nd largest Beijing hai.,Negative
18395,Noon league nay as usual Sirf credit khod Lia hai,Negative
18396,vote nahi Dena . But check the advertising skills. Bik gaya vote ,Negative
18397,Nice add but vote sirf PTI ka Hoga ,Positive
18398,Bht awla mgr vote k lie ,Positive
18399,Vote zaroot dain mgr smooch kr,Positive
18400,Candidate pathan lagta h.,Neutral
18401,Main karachi mera vote MQM ,Neutral
18402,Or mera vote PTI k liye,Neutral
18403,khud e vidoe bnae or post o ke,Neutral
18404,kis ne banai,Neutral
18405,Ye couple video zra dekhein boy khud e bna raha,Positive
18406,han khud he bana rha hai....,Neutral
18407,ap bht bht bht hasen ho,Positive
18408,yh kis movie ka song ha plz plz sed me,Neutral
18409,Drama song hai,Neutral
18410,Hum dastaan apni sunaye to sunaye kasa ya drd dil ko jo rola raha hain wo bataye kasa ya kasa roug mila kare kis sa ya gila koi fayaad nhi sunta yahan kahan jaye haye rab ve rab jindri hoi ku fana,Negative
18411,Waisai sab Muslim hein buhat baray......,Neutral
18412,Kahien darr toe nahe rahay taqatown sae..... And if this is the reason MAULA ko kya jawab doe gai,Negative
18413,Yeeah hea alvaaz kisie geir Muslim nay bolay hotai ab tak boycott hoe jata heer taraf sae,Negative
18414,Vagebul qatal kay naray chaltai,Negative
18415,Dharnay hotai,Negative
18416,Molviown ka selaab jama awaam ka selaab nikalta,Negative
18417,Baibasie ka alam hai logh burie ki manind chal rahay hein,Negative
18418,Lanat aisea support per jis ka leader esie gustahi karay,Negative
18419,Mjy yaqeen tb ayga jb hm jeet jaygy,Positive
18420,Masha Allah. Zbrdst achievement. PTI znda baad,Positive
18421,Mashallah mubarak ho treen sb,Positive
18422,Janab tareen sb 1.din jalalpor me bhe day mherbany,Neutral
18423,lodhran walo yaad ha zimni election me tareen ne baryani ki plate ka tana dea tha dafa kro pti ko is bar b,Negative
